"","name","id","date","type","year"
"20539","Clause 8.—(PARTICULARS TO BE FURNISHED FOR REGISTRATION.)","160, 161","2 May. 1956","Commons",1956
"20540","Clause 12.—(OFFENCES IN CONNECTION WITH REGISTRATION.)","162","2 May. 1956","Commons",1956
"20541","Clause 15.—(JURISDICTION AND POWERS OF RESTRICTIVE PRACTICES COURT.)","163, 164, 165, 166, 167","2 May. 1956","Commons",1956
"20542","Clause 15.—(JURISDICTION AND POWERS OF RESTRICTIVE PRACTICES COURT.)","163, 164, 165, 166, 167","3 May. 1956","Commons",1956
"20543","Clause 16.—(PRESUMPTION AS TO THE PUBLIC INTEREST.)","168, 170, 171","3 May. 1956","Commons",1956
"20544","Clause 16.—(PRESUMPTION AS TO THE PUBLIC INTEREST.)","168, 170, 171","8 May. 1956","Commons",1956
"20545","Clause 20.—(INDIVIDUAL ENFORCEMENT BY LEGAL PROCEEDINGS OF CONDI TIONS AS TO RESALE PRICES.)","173, 174, 175, 176, 177, 178","8 May. 1956","Commons",1956
"20546","Clause 20.—(INDIVIDUAL ENFORCEMENT BY LEGAL PROCEEDINGS OF CONDI TIONS AS TO RESALE PRICES.)","173, 174, 175, 176, 177, 178","13 Jun. 1956","Commons",1956
"20547","New Clause.—(POWERS OF HIGH COURT IN CASE OF DEFAULT IN FURNISHING PARTICULARS.)","214","13 Jun. 1956","Commons",1956
"20548","Clause 1.—(APPOINTMENT AND FUNCTIONS OF REGISTRAR.)","215","13 Jun. 1956","Commons",1956
"20549","Clause 4.—(APPOINTMENT OF OTHER MEMBERS OF COURT.)","216","13 Jun. 1956","Commons",1956
"20550","Clause 6.—(EXCEPTED AGREEMENTS.)","217","13 Jun. 1956","Commons",1956
"20551","Clause 6.—(EXCEPTED AGREEMENTS.)","217","14 Jun. 1956","Commons",1956
"20552","Clause 19.—(PROHIBITION OF AGREEMENTS FOR COLLECTIVE ENFORCEMENT OF CONDITIONS AS TO RESALE PRICES.)","218","14 Jun. 1956","Commons",1956
"20553","Clause 22.—(RECONSTITUTION OF MONOPOLIES COMMISSION.)","219, 220","14 Jun. 1956","Commons",1956
"20554","Clause 22.—(RECONSTITUTION OF MONOPOLIES COMMISSION.)","1, 2, 3","12 Jul. 1956","Lords",1956
"20555","Clause 22.—(RECONSTITUTION OF MONOPOLIES COMMISSION.)","1, 2","24 Jul. 1956","Lords",1956
"20556","Clause 22.—(RECONSTITUTION OF MONOPOLIES COMMISSION.)","1, 2","30 Jul. 1956","Commons",1956
"20557","Clause 9.—(PARTICULARS TO BE FURNISHED FOR REGISTRATION.)","273","30 Jul. 1956","Commons",1956
"20558","New Clause A.—(COMMENCEMENT OF PART II.)","274","30 Jul. 1956","Commons",1956
"20559","RESTRICTIVE TRADE PRACTICES","261","4 Jul. 1972","Commons",1972
"20560","Restrictive Trades Practices (Stock Exchange) Bill","75","22 Nov. 1983","Commons",1983
"20561","RESTRUCTURING OF THE CORPORATION'S FUNCTIONS","178","23 Mar. 1994","Commons",1994
"20562","RESTRUCTURING SCHEMES IN RELATION TO PROPERTY ETC.","273","28 Jun. 1994","Commons",1994
"20563","RETENTION OF CITIZENSHIP OF THE UNITED KINGDOM AND COLONIES IN CERTAIN CASES","239","30 Jun. 1981","Commons",1981
"20564","Retirement Income Reform Bill","105, 106","7 Mar. 2003","Commons",2003
"20565","RETIREMENT PENSIONS","179","1 Aug. 1957","Commons",1957
"20566","RETIREMENT PENSIONS","84, 85","20 Apr. 1959","Commons",1959
"20567","RETIREMENT PENSIONS","73","13 Apr. 1960","Commons",1960
"20568","RETIRING PENSIONS.","118, 119","21 Feb. 1934","Commons",1934
"20569","RETRENCHMENT.","33","12 Mar. 1923","Commons",1923
"20570","RETROSPECTIVE EFFECT OF SECTION 165A OF THE PRINCIPAL ACT","286","9 Jul. 1990","Commons",1990
"20571","RETURNS AND SELF ASSESSMENT","36","25 Jan. 1996","Commons",1996
"20572","REVENUE (No. 2) BILL","41","8 Feb. 1968","Commons",1968
"20573","REVENUE BILL.","38","7 Mar. 1911","Commons",1911
"20574","REVENUE BILL.","38","27 Mar. 1911","Commons",1911
"20575","NEW CLAUSE.—(Amendment of S. 16 (2) (b) of the Principal Act.)","82, 83","27 Mar. 1911","Commons",1911
"20576","NEW CLAUSE.—(Contiguous Pieces of Land.)","84, 85, 86, 87","27 Mar. 1911","Commons",1911
"20577","NEW CLAUSE.—(Contiguous Pieces of Land.)","84, 85, 86, 87","28 Mar. 1911","Commons",1911
"20578","NEW CLAUSE.—(Amendment of s. 26 (1) of the Principal Act.)","88","28 Mar. 1911","Commons",1911
"20579","NEW CLAUSE.—(Assessment of Increment Value Duty on Agricultural Land.)","89","28 Mar. 1911","Commons",1911
"20580","NEW CLAUSE.—(Exemption of market gardens from Undeveloped Land Duty.)","90, 91","28 Mar. 1911","Commons",1911
"20581","NEW CLAUSE.—(Exemption of market gardens from Undeveloped Land Duty.)","90, 91","1 Aug. 1913","Commons",1913
"20582","CLAUSE 3.—(Relief of Land from Increment Value Duty while it is Being Developed.)","249","1 Aug. 1913","Commons",1913
"20583","REVENUE BUILDING.—(Class I.)—VOTE 8.","22","3 Apr. 1913","Commons",1913
"20584","REVENUE BUILDINGS.","82","21 Apr. 1921","Commons",1921
"20585","REVENUE BUILDINGS.","5, 6, 7, 8","9 Feb. 1926","Commons",1926
"20586","REVENUE BUILDINGS.","4, 5","15 Feb. 1927","Commons",1927
"20587","REVENUE DEPAETMENT'S ESTIMATES, 1921–22. POST OFFICE.","158","9 Jun. 1921","Commons",1921
"20588","REVENUE DEPARIMENTS.","64","13 Mar. 1939","Commons",1939
"20589","REVENUE DEPARTEMENT ESTIMATE, 1923–24","323","25 Jul. 1923","Commons",1923
"20590","REVENUE DEPARTMENTS ESTIMATES 1902–3.","1, 119, 120","18 Apr. 1902","Commons",1902
"20591","REVENUE DEPARTMENTS ESTIMATES, 1900–1901.","103, 104","27 Apr. 1900","Commons",1900
"20592","REVENUE DEPARTMENTS ESTIMATES, 1901–2.","221, 222, 223, 224, 225, 226","7 Jun. 1901","Commons",1901
"20593","REVENUE DEPARTMENTS ESTIMATES, 1901–2.","239, 240, 241","10 Jun. 1901","Commons",1901
"20594","REVENUE DEPARTMENTS ESTIMATES, 1901–2.","431, 432","8 Aug. 1901","Commons",1901
"20595","REVENUE DEPARTMENTS ESTIMATES, 1901–2.","456","9 Aug. 1901","Commons",1901
"20596","REVENUE DEPARTMENTS ESTIMATES, 1902–3.","364","4 Aug. 1902","Commons",1902
"20597","REVENUE DEPARTMENTS ESTIMATES, 1904–5.","327","9 Aug. 1904","Commons",1904
"20598","REVENUE DEPARTMENTS ESTIMATES, 1904–5.","334","10 Aug. 1904","Commons",1904
"20599","REVENUE DEPARTMENTS ESTIMATES, 1905–6.","330","2 Aug. 1905","Commons",1905
"20600","REVENUE DEPARTMENTS ESTIMATES, 1909–10.","150, 151","3 Jun. 1909","Commons",1909
"20601","REVENUE DEPARTMENTS ESTIMATES, 1909–10.","393","3 Aug. 1909","Commons",1909
"20602","REVENUE DEPARTMENTS ESTIMATES, 1910–11.","113, 114","19 Jul. 1910","Commons",1910
"20603","REVENUE DEPARTMENTS ESTIMATES, 1910–11.","120","20 Jul. 1910","Commons",1910
"20604","REVENUE DEPARTMENTS ESTIMATES, 1912–13.","175","29 Jul. 1912","Commons",1912
"20605","REVENUE DEPARTMENTS ESTIMATES, 1912–13.","181, 182","31 Jul. 1912","Commons",1912
"20606","REVENUE DEPARTMENTS ESTIMATES, 1913–14.","247","31 Jul. 1913","Commons",1913
"20607","REVENUE DEPARTMENTS ESTIMATES, 1913–14.","253","4 Aug. 1913","Commons",1913
"20608","REVENUE DEPARTMENTS ESTIMATES, 1922–23.","333","26 Jul. 1923","Commons",1923
"20609","REVENUE DEPARTMENTS ESTIMATES, 1931.","461","28 Jul. 1931","Commons",1931
"20610","REVENUE DEPARTMENTS ESTIMATES, 1931.","464","29 Jul. 1931","Commons",1931
"20611","REVENUE DEPARTMENTS ESTIMATES, 1937.","311","26 Jul. 1937","Commons",1937
"20612","REVENUE DEPARTMENTS ESTIMATES.","167","24 Jun. 1898","Commons",1898
"20613","REVENUE DEPARTMENTS' ESTIMATES, 1911–12.","330","14 Aug. 1911","Commons",1911
"20614","REVENUE DEPARTMENTS.","166, 167","1 Jun. 1899","Commons",1899
"20615","REVENUE DEPARTMENTS.","110","4 May. 1900","Commons",1900
"20616","REVENUE DEPARTMENTS.","296","15 Jul. 1902","Commons",1902
"20617","REVENUE DEPARTMENTS.","78, 79, 80","11 May. 1903","Commons",1903
"20618","REVENUE DEPARTMENTS.","1, 113, 114","8 Jun. 1903","Commons",1903
"20619","REVENUE DEPARTMENTS.","128, 129","31 May. 1904","Commons",1904
"20620","REVENUE DEPARTMENTS.","169, 170, 171","16 May. 1907","Commons",1907
"20621","Revenue Support Grant (Scotland)","65","13 Feb. 1991","Commons",1991
"20622","Revenue Support Grant (Scotland)","52","22 Jan. 1992","Commons",1992
"20623","Revenue Support Grant (Scotland)","157","17 Feb. 1993","Commons",1993
"20624","REVIEW AFTER EXHAUSTION OF RIGHTS OF APPEAL","4","6 Jul. 2004","Lords",2004
"20625","REVIEW BODY ON TOP SALARIES (REPORT)","211","4 Mar. 1980","Commons",1980
"20626","REVIEW COMMITTEE, SCOTLAND","76","15 Feb. 1990","Commons",1990
"20627","REVIEW OF ALTERNATIVE VOTING SYSTEMS","202","12 Mar. 1998","Commons",1998
"20628","REVIEW OF ARRANGEMENTS","340","19 Jul. 1993","Commons",1993
"20629","REVIEW OF COMPENSATION SCHEME","3","16 Oct. 1997","Lords",1997
"20630","REVIEW OF ELECTORAL SYSTEM","1","12 Nov. 1998","Lords",1998
"20631","'Review of electoral system","379","18 Nov. 1998","Commons",1998
"20632","REVIEW OF IMPACT OF THIS ACT ON PARLIAMENT","2, 3","9 Nov. 1998","Lords",1998
"20633","REVIEW OF LAW ON ABUSE OF THE COUNTRYSIDE","294","30 Jul. 1981","Commons",1981
"20634","REVIEW OF LOCAL GOVERNMENT STRUCTURE","137","7 Mar. 1978","Commons",1978
"20635","REVIEW OF ROLE OF SCOTTISH MEMBERS OF HOUSE OF COMMONS","267","6 May. 1998","Commons",1998
"20636","REVIEW OF THE PROVISION OF SPECIAL EDUCATION","283","21 Oct. 1986","Commons",1986
"20637","REVIEW OF THE WORKINGS OF BEST VALUE AUTHORITIES","3","15 Jul. 1999","Lords",1999
"20638","REVIEW OF TREATMENT","301","18 Oct. 1982","Commons",1982
"20639","REVIEWS","57","1 Feb. 2000","Commons",2000
"20640","REVISION OF PROPORTIONAL VOTING SYSTEM","15","23 Nov. 1977","Commons",1977
"20641","REVISION OF PROPORTIONAL VOTING SYSTEM","132, 133","1 Mar. 1978","Commons",1978
"20642","REVOCATION OF EXCLUSION UNDER S.29","455","3 Aug. 1971","Commons",1971
"20643","Revolutions of 1688–89 (Tercentenary)","402","7 Jul. 1988","Commons",1988
"20644","RHODESIA (OIL EMBARGO)","16","21 Dec. 1965","Commons",1965
"20645","RHODESIA (PROHIBITED TRADE AND DEALINGS)","263, 264","6 Feb. 1967","Commons",1967
"20646","RHODESIA AND NYASALAND (CONSTITUTION)","13","25 Nov. 1957","Commons",1957
"20647","RHODESIA AND NYASALAND ELECTORAL BILL","41","18 Feb. 1958","Commons",1958
"20648","RHODESIA AND NYASALAND FEDERATION BILL","169","6 May. 1953","Commons",1953
"20649","RHODESIA AND NYASALAND FEDERATION BILL","169","9 Jun. 1953","Commons",1953
"20650","Clause 1.—(POWER BY ORDER IN COUNCIL TO ESTABLISH FEDERATION, ETC.)","180, 181","9 Jun. 1953","Commons",1953
"20651","Clause 1.—(POWER BY ORDER IN COUNCIL TO ESTABLISH FEDERATION, ETC.)","180, 181","18 Jun. 1953","Commons",1953
"20652","Clause 1.—(POWER BY ORDER IN COUNCIL TO ESTABLISH FEDERATION, ETC.)","193, 194","18 Jun. 1953","Commons",1953
"20653","Clause 1.—(POWER BY ORDER IN COUNCIL TO ESTABLISH FEDERATION, ETC.)","193, 194","24 Jun. 1953","Commons",1953
"20654","Clause 1.—(POWER BY ORDER IN COUNCIL TO ESTABLISH FEDERATION, ETC.)","199, 200, 201, 202","24 Jun. 1953","Commons",1953
"20655","New Clause.—(DISQUALIFICATION FOR MEMBERSHIP OF LEGISLATURE.)","203, 204","24 Jun. 1953","Commons",1953
"20656","New Clause.—(DISQUALIFICATION FOR MEMBERSHIP OF LEGISLATURE.)","1","13 Jul. 1953","Lords",1953
"20657","RHODESIA AND NYASALAND: ROYAL COMMISSION.","1","23 Nov. 1937","Lords",1937
"20658","RHODESIA","1","7 Dec. 1965","Lords",1965
"20659","RHODESIA","225","8 Dec. 1966","Commons",1966
"20660","RHODESIA","1","8 Dec. 1966","Lords",1966
"20661","RHODESIA","101","27 Mar. 1968","Commons",1968
"20662","RHODESIA","24, 25","1 Dec. 1971","Commons",1971
"20663","RHODESIA","45","26 Jan. 1972","Commons",1972
"20664","RHODESIA","221","15 Jun. 1972","Commons",1972
"20665","RHODESIA","5","8 Nov. 1973","Commons",1973
"20666","RHODESIA","380","31 Oct. 1975","Commons",1975
"20667","RHODESIA","324","2 Aug. 1978","Commons",1978
"20668","RHODESIA","1","8 Nov. 1978","Commons",1978
"20669","RHODESIA: FOREIGN SECRETARY'S VISIT","1","9 Nov. 1971","Lords",1971
"20670","RHODESIA: PEARCE COMMISSION REPORT","1","21 Jun. 1972","Lords",1972
"20671","RHODESIA: SETTLEMENT PROPOSALS","1","2 Dec. 1971","Lords",1971
"20672","RICHARD THOMAS AND BALDWINS, LIMITED","119","27 Jun. 1960","Commons",1960
"20673","RICHMOND HILL (PRESERVATION OF VIEW) BILL (BY ORDER).","181","27 May. 1902","Commons",1902
"20674","Richmond, Yorks By-Election","41, 42","20 Jan. 1989","Commons",1989
"20675","RICKMANSWORTH AND UXBRIDGE VALLEY WATER BILL (BY ORDER).","12","23 Feb. 1904","Commons",1904
"20676","RIDING ESTABLISHMENTS (REGISTRATION AND INSPECTION) BILL.","68","17 Mar. 1939","Commons",1939
"20677","RIDING ESTABLISHMENTS BILL","1","23 Jun. 1964","Lords",1964
"20678","RIGHT NOT TO SUFFER DEDUCTION OF UNAUTHORISED OR EXCESSIVE SUBSCRIPTIONS","154","16 Feb. 1993","Commons",1993
"20679","RIGHT OF ACCESS BY THE MEDIA","42","18 Jan. 1983","Commons",1983
"20680","RIGHT OF ANONYMITY TO ALL VICTIMS OF AND DEFENDANTS IN SEXUAL OFFENCES CASES","385","28 Jun. 1988","Commons",1988
"20681","RIGHT OF APPEAL AGAINST DECISION OF ADJUDICATOR","1, 2","1 Jun. 1998","Lords",1998
"20682","RIGHT OF APPEAL","195","2 Jun. 1981","Commons",1981
"20683","RIGHT OF FREE SPEECH—DISTURBANCES DIRECTED AGAINST OPPONENTS OF THE WAR IN SOUTH AFRICA.","67","15 Mar. 1900","Commons",1900
"20684","RIGHT OF ILLEGITIMATE CHILDREN TO LEGITIM","311","23 Oct. 1968","Commons",1968
"20685","RIGHT OF PUBLIC MEETING IN IRELAND—CONDUCT OF POLICE.","185","29 May. 1902","Commons",1902
"20686","Right of Reply Bill","74","3 Feb. 1989","Commons",1989
"20687","Right of Reply in the Media Bill","72","18 Feb. 1983","Commons",1983
"20688","RIGHT OF SPOUSE WITHOUT TITLE TO OCCUPY MATRIMONIAL HOME","237","30 Jun. 1981","Commons",1981
"20689","RIGHT OF WORKERS TO DEMAND A BALLOT BEFORE INDUSTRIA ACTION IS TAKEN","259","22 Apr. 1980","Commons",1980
"20690","RIGHT TO A BALLOT BEFORE INDUSTRIAL ACTION","323, 324","24 May. 1988","Commons",1988
"20691","RIGHT TO ACQUIRE FREEHOLD OR LONG LEASE","313","19 May. 1980","Commons",1980
"20692","Right to be Self-Employed","59","4 Feb. 1986","Commons",1986
"20693","RIGHT TO CARRY OUT REPAIRS FOR WHICH LANDLORD IS RESPONSIBLE","100","23 Mar. 1983","Commons",1983
"20694","'Right to double-time payments","115","9 Feb. 1994","Commons",1994
"20695","RIGHT TO ELECT COURT-MARTIAL TRIAL","152","6 Apr. 2000","Commons",2000
"20696","RIGHT TO HAVE REPAIRS CARRIED OUT","128","18 Jan. 1984","Commons",1984
"20697","RIGHT TO HAVE SOMEONE INFORMED WHEN ARRESTED","226","27 Jul. 1977","Commons",1977
"20698","Right to Know Bill","159","19 Feb. 1993","Commons",1993
"20699","RIGHT TO MAKE REPRESENTATIONS ETC. TO SECRETARY OF STATE","44","28 Jan. 1976","Commons",1976
"20700","RIGHT TO MAKE REPRESENTATIONS TO SECRETARY OF STATE","17","28 Nov. 1974","Commons",1974
"20701","RIGHT TO MATERNITY LEAVE AND RIGHT TO RETURN TO WORK","298","16 Jun. 1993","Commons",1993
"20702","RIGHT TO NOTICE OF TERMINATION OF EMPLOYMENT","262","16 Jun. 1994","Commons",1994
"20703","RIGHT TO REGISTRATION BY VIRTUE OF RESIDENCE IN U.K. OR RELEVANT EMPLOYMENT","1","27 Oct. 1981","Commons",1981
"20704","RIGHT TO REGISTRATION BY VIRTUE OF UNITED KINGDOM NATIONALITY FOR EUROPEAN COMMUNITY PURPOSES.","197","2 Jun. 1981","Commons",1981
"20705","RIGHT TO RETURN","273","30 Apr. 1980","Commons",1980
"20706","Right to Silence (Amendment)","322","7 Jul. 1993","Commons",1993
"20707","RIGHT TO STRIKE","132","1 Apr. 1981","Commons",1981
"20708","RIGHT TO WORK.","5","10 Feb. 1911","Commons",1911
"20709","RIGHT, OR LOSS OF RIGHT, TO WAGES IN CERTAIN CIRCUMSTANCES","81","11 Mar. 1970","Commons",1970
"20710","Rights of betting workers as respects Sunday working.","334","1 Nov. 1994","Commons",1994
"20711","RIGHTS OF EMPLOYEE IN CONNECTION WITH PREGNANCIES AND CONFINEMENT","324","5 Aug. 1975","Commons",1975
"20712","RIGHTS OF PERSONS NAMED IN TERMS OF REFERENCE OF FORMAL INVESTIGATIONS","222","8 Jul. 1976","Commons",1976
"20713","RIGHTS OF PUBLIC IN RELATION TO ACCESS LAND","228","13 Jun. 2000","Commons",2000
"20714","RIGHTS OF SCOTTISH SPECIAL HOUSING ASSOCIATION TENANTS","239","29 Mar. 1988","Commons",1988
"20715","RIGHTS OF SEARCHING PERSONS","202","22 May. 2000","Commons",2000
"20716","RIGHTS OF SHOPWORKERS AS RESPECTS SUNDAY TRADING","144","23 Feb. 1994","Commons",1994
"20717","RIGHTS OF TENANT TO ACQUIRE DWELLING: SUPPLEMENTARY PROVISIONS","112","29 Apr. 1996","Commons",1996
"20718","RIGHTS OF WAY BILL.","100","30 Jan. 1931","Commons",1931
"20719","RIGHTS OF WOMEN HEREDITARY PEERS","1","21 Jan. 1959","Lords",1959
"20720","RIGHTS OF WORKERS AGAINST ARBITRARY EXCLUSION FROM TRADE UNION MEMBERSHIP.","71","10 Jul. 1974","Commons",1974
"20721","RIGHTS OF WORKERS AGAINST ARBITRARY EXCLUSION FROM TRADE UNION MEMBERSHIP.","103","30 Jul. 1974","Commons",1974
"20722","RIGHTS OF WORKERS IN RESPECT OF TRADE UNION MEMBERSHIP AND ACTIVITIES","83, 84, 85, 86","28 Jan. 1971","Commons",1971
"20723","RIGHTS OF WORKERS IN RESPECT OF TRADE UNION MEMBERSHIP","73","10 Jul. 1974","Commons",1974
"20724","RISING PRICES","105","11 May. 1965","Commons",1965
"20725","RISING PRICES","128","1 May. 1968","Commons",1968
"20726","River Usk Barrage Bill [H.L.]","1","13 Jul. 1992","Lords",1992
"20727","ROAD ACCIDENTS (PAYMENTS FOR TREATMENT)","209","3 Mar. 1980","Commons",1980
"20728","ROAD AND BRIDGE (FEBRUARY, 1924) PROGRAMME.","185","30 Jul. 1924","Commons",1924
"20729","ROAD AND RAIL TRAFFIC BILL.","156","3 May. 1933","Commons",1933
"20730","ROAD AND RAIL TRAFFIC BILL.","156","19 Jul. 1933","Commons",1933
"20731","NEW CLAUSE.—(Drivers licences.)","273","19 Jul. 1933","Commons",1933
"20732","NEW CLAUSE.—(Drivers licences.)","273","20 Jul. 1933","Commons",1933
"20733","CLAUSE 11.—(Power to revoke or suspend licences.)","275","20 Jul. 1933","Commons",1933
"20734","CLAUSE 25.—(Amendment of 20 and 21 Geo. 5. c. 43, s. 19.)","276, 277","20 Jul. 1933","Commons",1933
"20735","CLAUSE 25.—(Amendment of 20 and 21 Geo. 5. c. 43, s. 19.)","278","20 Jul. 1933","Commons",1933
"20736","CLAUSE 25.—(Amendment of 20 and 21 Geo. 5. c. 43, s. 19.)","1","13 Nov. 1933","Lords",1933
"20737","CLAUSE 25.—(Amendment of 20 and 21 Geo. 5. c. 43, s. 19.)","1","14 Nov. 1933","Lords",1933
"20738","ROAD BOARD ADMINISTRATION.","8","18 Feb. 1914","Commons",1914
"20739","ROAD CHECKS","295","14 May. 1984","Commons",1984
"20740","ROAD FUND AND GENERAL.","198, 199, 200, 201, 202, 203, 204, 205","4 May. 1926","Commons",1926
"20741","ROAD FUND [ADVANCES].","476","16 Sep. 1931","Commons",1931
"20742","ROAD FUND.","30","17 Feb. 1926","Commons",1926
"20743","ROAD FUND.","502","29 Sep. 1931","Commons",1931
"20744","ROAD HAULAGE (SALE OF ASSETS)","187","6 Jul. 1954","Commons",1954
"20745","Road Haulage Industry","148, 149","21 Apr. 1999","Commons",1999
"20746","(ROAD HAULAGE.)","49, 50","12 Feb. 1968","Commons",1968
"20747","ROAD HAULAGE","10","1 May. 1950","Commons",1950
"20748","ROAD SAFETY ACT 1967 (AMENDMENT) BILL","144","17 May. 1968","Commons",1968
"20749","ROAD SAFETY BILL","144","20 Feb. 1967","Commons",1967
"20750","Clause 4.—(CONSEQUENCES OF CONVIC TION OF CERTAIN OFFENCES OF DRIVING OR BEING IN CHARGE.)","272","20 Feb. 1967","Commons",1967
"20751","Clause 4.—(CONSEQUENCES OF CONVIC TION OF CERTAIN OFFENCES OF DRIVING OR BEING IN CHARGE.)","1","27 Apr. 1967","Lords",1967
"20752","ROAD TRAFFIC (COMPENSATION FOR ACCIDENTS) BILL. [H.L.]","1, 2","9 Nov. 1933","Lords",1933
"20753","ROAD TRAFFIC (COMPENSATION FOR ACCIDENTS) BILL. [H.L.]","1","7 Jun. 1934","Lords",1934
"20754","ROAD TRAFFIC (DRIVING LICENCES) BILL.","1","8 May. 1936","Commons",1936
"20755","CLAUSE 2.—(Issue of provisional licences with a view to testing of heavy vehicle drivers.)","172","8 May. 1936","Commons",1936
"20756","ROAD TRAFFIC (DRIVING OF MOTOR CYCLES AND MOPEDS) BILL","49","4 Mar. 1960","Commons",1960
"20757","ROAD TRAFFIC (DRIVING OF MOTOR CYCLES) BILL","1","19 Jul. 1960","Lords",1960
"20758","Road Traffic (NHS Charges) Bill","18","8 Dec. 1998","Commons",1998
"20759","Road Traffic (Random Breath Testing)","42","22 Jan. 1991","Commons",1991
"20760","ROAD TRAFFIC (Recommitted) BILL [Lords].","42","10 Jul. 1930","Commons",1930
"20761","CLAUSE 57.—(Provision of Footpaths.)","430","10 Jul. 1930","Commons",1930
"20762","CLAUSE 57.—(Provision of Footpaths.)","430","10 Jul. 1930","Commons",1930
"20763","CLAUSE 11.—(Reckless or dangerous driving.)","429","10 Jul. 1930","Commons",1930
"20764","CLAUSE 11.—(Reckless or dangerous driving.)","429","22 Jul. 1930","Commons",1930
"20765","CLAUSE 112.—(Prosecutions and penalties for offences.)","453","22 Jul. 1930","Commons",1930
"20766","CLAUSE 118.—(Special provisions as to Scotland.)","454","22 Jul. 1930","Commons",1930
"20767","ROAD TRAFFIC (SEAT BELTS) (No. 2) BILL [H.L.]","1","24 May. 1977","Lords",1977
"20768","ROAD TRAFFIC (SEAT BELTS) (NORTHERN IRELAND) ORDER 1978","1","25 Jul. 1978","Lords",1978
"20769","Road Traffic (Seat Belts) Bill [H.L.]","1","15 Dec. 1980","Lords",1980
"20770","ROAD TRAFFIC (SEAT BELTS) BILL","73","1 Mar. 1976","Commons",1976
"20771","ROAD TRAFFIC (SEAT BELTS) BILL","1041","22 Mar. 1979","Commons",1979
"20772","ROAD TRAFFIC (SEAT BELTS) BILL","72","20 Jul. 1979","Commons",1979
"20773","ROAD TRAFFIC (SEAT BELTS) BILL","217","7 Mar. 1980","Commons",1980
"20774","ROAD TRAFFIC (SPEED LIMITS)","21","15 Dec. 1976","Commons",1976
"20775","Road Traffic (Speed Limits)","185","7 Mar. 1984","Commons",1984
"20776","ROAD TRAFFIC ACT, 1930 (AMENDMENT).","27, 28","25 Nov. 1930","Commons",1930
"20777","ROAD TRAFFIC ACTS, 1930 AND 1934.","84, 85","6 Mar. 1935","Commons",1935
"20778","ROAD TRAFFIC BILL [H.L.]","1","22 Jan. 1930","Lords",1930
"20779","ROAD TRAFFIC BILL [H.L.]","1","15 Feb. 1955","Lords",1955
"20780","ROAD TRAFFIC BILL [H.L.]","1","17 Feb. 1955","Lords",1955
"20781","ROAD TRAFFIC BILL [H.L.]","1","14 Mar. 1955","Lords",1955
"20782","ROAD TRAFFIC BILL [H.L.]","1","27 Apr. 1961","Lords",1961
"20783","ROAD TRAFFIC BILL [H.L.]","1","2 May. 1961","Lords",1961
"20784","ROAD TRAFFIC BILL [H.L.]","1","4 May. 1961","Lords",1961
"20785","ROAD TRAFFIC BILL [H.L.]","1, 2","5 Jun. 1961","Lords",1961
"20786","ROAD TRAFFIC BILL [H.L.]","1","6 Jun. 1961","Lords",1961
"20787","ROAD TRAFFIC BILL [H.L.]","1, 2","28 Nov. 1961","Lords",1961
"20788","ROAD TRAFFIC BILL [H.L.]","1","30 Nov. 1961","Lords",1961
"20789","ROAD TRAFFIC BILL [H.L.]","1","3 Dec. 1973","Lords",1973
"20790","ROAD TRAFFIC BILL [H.L.]","1","17 Dec. 1973","Lords",1973
"20791","ROAD TRAFFIC BILL [H.L.]","1, 2","15 Jan. 1974","Lords",1974
"20792","ROAD TRAFFIC BILL [H.L.]","1","11 Jun. 1974","Lords",1974
"20793","ROAD TRAFFIC BILL [H.L.]","1","11 Jun. 1974","Lords",1974
"20794","ROAD TRAFFIC BILL [H.L.]","1, 2","25 Jun. 1974","Lords",1974
"20795","ROAD TRAFFIC BILL [Lords].","172","20 Feb. 1930","Commons",1930
"20796","ROAD TRAFFIC BILL [Lords].","172","4 Jul. 1930","Commons",1930
"20797","CLAUSE 3.—(Prohibition of motor vehicles not complying with regulations as to construction, etc.)","413","4 Jul. 1930","Commons",1930
"20798","CLAUSE 10.—(Rate of Speed.)","414","4 Jul. 1930","Commons",1930
"20799","ROAD TRAFFIC BILL [Lords]","414","17 Jul. 1962","Commons",1962
"20800","New Clause.—(RESTRICTED INSURANCE POLICIES.)","247","17 Jul. 1962","Commons",1962
"20801","New Clause.—(LICENCE TO DRIVE A MOTOR CYCLE.)","248","17 Jul. 1962","Commons",1962
"20802","ROAD TRAFFIC BILL. [H.L.]","1","12 Dec. 1929","Lords",1929
"20803","ROAD TRAFFIC BILL. [H.L.]","1, 2","16 Dec. 1929","Lords",1929
"20804","ROAD TRAFFIC BILL. [H.L.]","1","18 Dec. 1929","Lords",1929
"20805","ROAD TRAFFIC BILL. [H.L.]","1","27 Jan. 1930","Lords",1930
"20806","ROAD TRAFFIC BILL. [H.L.]","1","7 Jun. 1932","Lords",1932
"20807","ROAD TRAFFIC BILL. [H.L.]","1","21 Jun. 1932","Lords",1932
"20808","ROAD TRAFFIC BILL.","1","28 Jun. 1934","Commons",1934
"20809","NEW CLAUSE.—(Amendment of s. 17 of principal Act.)","309","28 Jun. 1934","Commons",1934
"20810","NEW CLAUSE.—(Amendment of s. 9 of principal Act.)","310","28 Jun. 1934","Commons",1934
"20811","CLAUSE1.—(General speed limit of thirty miles per hour in built-up areas.)","311","28 Jun. 1934","Commons",1934
